,Hugo_Symbol,breast,bladder,kidney,Entrez
0,KIF1C,2032.5135955056182,2237.102727272728,2421.40625,10749
1,SWAP70,1051.6356179775282,646.9072727272728,613.8153125,23075
2,PAK1,727.5858426966292,936.2681818181817,698.795625,5058
3,PLEKHM3,92.84494382022473,34.301818181818184,62.39125,389072
4,MCFD2,1488.561797752809,880.5527272727272,1376.2181249999999,90411
5,RBM12,801.3414606741571,726.9009090909092,714.50125,10137
6,KRT86,25.21359550561798,17.595454545454547,9.0134375,3892
7,PSMD12,764.0533707865169,762.8718181818182,602.405625,5718
8,SLC7A11,11.544044943820223,54.465454545454534,5.3921875,23657
9,BTN3A1,712.4682022471911,417.14363636363635,369.9440625,11119
10,SFTPB,6.226741573033707,9.475454545454546,35.7359375,6439
11,LPIN1,711.8341573033707,305.0445454545455,330.81843749999996,23175
