,Hugo_Symbol,breast,bladder,kidney,index
40,SIN3A,754.1131460674158,567.7963636363637,473.138125,11055
41,LCE2B,0.3758426966292135,0.8190909090909091,0.19874999999999998,6325
42,FHL2,2464.805842696629,3159.104545454545,1706.3934375,4025
43,AGAP1,268.31988764044945,187.76999999999998,274.124375,427
44,MUM1,747.6801123595505,530.8027272727273,427.56437500000004,7330
45,MXRA5,720.5097752808988,505.78818181818184,447.8509375,7341
46,CDCA5,65.22932584269662,68.30454545454546,31.2203125,1853
47,NPAT,203.08078651685395,141.25181818181818,150.49312500000002,7892
48,IPO5,1674.378764044944,1293.5527272727275,1228.361875,5603
49,LRRK2,119.47460674157306,97.9981818181818,569.45,6544
50,TOP2B,2297.700112359551,2721.9763636363637,1725.815,12528
51,CALB1,4.100337078651686,8.933636363636364,2862.324375,1510
52,SGK1,2684.5502247191016,3381.605454545455,3319.12,10951
53,LRRN2,170.1798876404494,85.02181818181818,696.680625,6546
