node0,node1
969,2910
1164,5075
11054,3387
7624,7625
11598,2575
9177,12251
3433,652
3419,6779
12058,6215
11714,6
5226,9237
7067,4190
3976,13354
7240,7773
10046,6862
5795,5037
8507,5781
12021,8407
11190,7991
3395,10800
8532,10621
4604,8115
11903,4774
6349,748
11903,11747
11744,11903
7164,5992
5523,8064
6887,11396
7041,2575
8175,4637
6535,728
5610,1154
13311,4674
12045,5184
12072,3866
4263,11958
4891,6461
5546,5553
13463,9268
12684,6634
9268,12875
12303,8907
10917,12108
402,12108
7752,13456
11319,986
12233,12239
7360,10961
318,3926
13020,5205
5947,4104
132,11089
3477,8721
13201,12774
6832,4897
2046,13388
9117,9033
10455,4430
12360,8923
13963,4624
6544,3
13176,4116
8297,5779
3126,11127
3349,4484
13718,3677
1465,11329
2003,7352
6297,6635
5125,9192
10332,8404
10460,499
10428,11054
1328,7811
6703,10383
6128,1849
1878,4605
1920,1919
2541,9087
8007,7625
9743,13410
6615,1799
5407,8434
5864,3114
13580,1391
10369,7522
8007,5980
769,6200
10917,13359
13609,13641
9035,9118
9756,6697
795,3443
9035,920
5191,1971
11495,483
4898,6455
6218,6177
7708,5047
219,4953
6,9072
5572,9991
11489,12472
0,7356
13908,13765
7067,7415
588,10951
5764,12314
13708,13486
12783,13535
4235,9192
7555,6437
4118,4026
11502,8573
6807,7188
4485,6446
5226,12135
8575,13393
6212,12866
5564,6490
5787,684
875,1141
10002,5862
3971,10584
6749,1635
6715,3397
13508,1130
1581,7637
4674,5122
5691,718
5475,1576
11156,9192
7576,13583
718,5063
11196,6544
6,4966
8717,10161
8717,10206
11217,7555
13508,3057
12818,1699
10771,13989
6226,5798
3909,2745
6407,10450
1021,11379
2386,8912
1380,56
5987,6334
10990,1025
11242,11253
2523,2651
5864,10768
9037,6919
5190,7980
11839,3638
4637,4623
5453,8493
6854,5546
6927,12072
8383,12315
5823,12125
4774,8285
1824,7137
13194,10890
9683,11128
8390,9164
7472,7773
9893,9786
3733,7413
10888,9789
1236,4702
13621,5119
5786,5794
10964,11464
7072,11851
8395,1976
3658,10583
3288,318
5842,6249
9324,1606
407,13703
7640,12657
5781,5794
10060,11188
4108,11454
3727,9721
2893,7308
11778,9246
12513,12533
9358,8007
8007,8501
5522,1145
400,6544
1728,3869
13925,9788
6004,2105
12238,12614
6994,9033
11101,7551
12897,3878
8755,1465
1948,9033
5370,5357
3570,3882
8933,2311
2597,1733
10211,12919
3004,2678
13655,13834
12657,9807
5124,5449
12671,13463
11222,10440
10646,6572
7115,6302
8845,8383
12682,5124
3201,3202
2705,1739
12885,5794
971,13624
2118,388
3878,4
4026,10328
8638,12327
787,861
3166,9597
5065,4857
13402,11979
12618,5868
9226,12119
9830,10928
9158,2704
2693,4027
2448,3167
11980,410
12831,5789
346,641
9646,6302
6890,631
9646,6702
7078,2915
10492,6658
9123,12279
9283,8622
5040,8658
155,2915
7652,1329
3304,11340
11269,10620
3654,2541
11285,4449
795,13147
6862,9898
9231,9228
7112,7124
5810,13192
10039,689
5964,12125
10971,13222
6170,156
8677,8881
7932,6862
12232,8002
7532,12919
9035,6779
10800,3332
1578,1478
11565,3121
13409,11862
9802,918
2105,12309
13904,1837
4603,2599
4451,7181
3566,5821
6748,2915
12413,12294
1464,7553
9006,8985
13125,6213
2043,10450
6299,11746
10857,12919
1025,7773
4620,4039
1207,8285
155,7459
11444,3054
12141,2659
11329,6166
2788,5698
4712,6962
13624,11702
9780,10219
1883,12152
10314,4608
3217,13817
1069,12422
13136,10374
4979,6790
9526,5124
3956,2011
11303,1041
12919,11574
5377,7239
1385,1387
3035,13404
12162,511
11471,1818
9192,9683
12123,3732
10275,12677
1449,9026
3351,1869
583,12073
8285,155
921,13402
3343,5116
6658,12333
5080,10773
3931,11088
5634,479
6203,6321
6128,10049
4253,776
2955,9226
6249,6458
448,10317
2862,13864
11380,8974
2625,5420
12774,4461
9086,12657
11686,8285
3275,6065
8790,10731
10686,6469
10394,900
7719,8998
6057,3412
11844,11163
12985,9237
11287,9710
1216,4620
6715,9351
13708,12125
4965,1657
5805,12885
12333,6364
8324,4451
1891,4560
12511,8792
12897,10180
3761,12058
12897,12983
10188,12897
13838,12784
12897,5698
5348,7648
5839,13641
2386,13393
11229,12944
12294,4637
7658,1196
11417,6239
9250,9268
6,3358
6198,1642
10869,5456
1060,6842
7571,10951
11688,13747
7658,1026
8500,1845
10885,7659
1270,7553
8755,8285
1733,1886
6,10043
8356,223
2915,10288
2891,6046
3268,11196
1269,3268
1837,11220
12170,10877
3,2217
8696,4045
5787,4057
10991,10990
3273,6416
11993,2323
7972,13170
8278,11511
6634,2135
11788,11191
13050,2198
6842,13829
13011,13009
11661,5833
1021,9841
12152,9573
2660,410
11524,2131
12657,9338
3658,287
11702,219
10332,3915
10066,10332
8011,10932
5758,1609
6851,12572
8197,2555
41,3342
10504,10503
4047,7083
12990,11894
9248,11128
6164,6165
13412,12294
12342,5498
6446,4964
4687,1828
4720,13670
4605,7620
12241,3127
8498,8704
2827,7432
8903,1848
6212,6218
7916,64
10954,38
6710,10765
7749,3803
12288,2198
10462,3801
13253,4104
3309,11627
12292,2734
11767,1847
12895,12653
999,9855
9893,999
2719,4395
2555,4951
8501,2118
836,5839
6598,1499
2745,13264
7159,8095
2969,1668
3744,5953
5459,5837
3703,2541
10336,7846
4723,4082
410,9133
10698,10675
11397,142
8973,12152
6387,3961
11164,1357
6,8361
1464,3779
3416,9974
13379,8285
13137,10152
836,1142
3865,2897
12977,9023
600,6615
6857,1642
11416,10017
2889,4620
1365,4691
6199,5030
12919,11185
11084,1644
219,216
13377,4119
11828,6387
7295,12614
12614,11935
8963,1917
2179,2555
6190,6173
476,13559
10284,10279
12919,3443
8285,7546
9827,10953
12976,12919
2019,7795
11701,1837
2619,7717
4438,1844
10185,12695
7531,7652
3622,8882
1987,13410
7066,3127
9241,9237
4876,6855
8742,7067
5365,3474
6391,9807
4189,9430
8711,5964
11842,3900
3747,3036
6229,4925
8126,13417
5640,8820
5373,2597
6346,11958
6387,2555
10046,11958
11691,2637
5833,12439
11958,10049
409,13703
12874,13491
11568,4720
13375,1049
8115,9621
3870,7359
6215,7423
1050,43
6364,11524
11361,6910
675,2541
8658,9482
11202,2555
12014,12012
7945,9701
3830,1733
6564,6567
7222,5213
12117,164
6193,6182
10910,6563
10906,9121
10273,6049
7308,5837
3710,8801
985,5629
12977,9893
3732,6338
9682,11128
3103,7432
7112,5520
5218,534
458,2015
13530,2296
7377,6914
9246,8880
13289,4979
7047,12741
2667,11584
318,11133
7047,7694
1021,2368
8413,10369
7103,7066
6189,836
1198,6334
4027,12169
6842,2386
6174,695
7548,1979
8758,7829
13246,4610
11617,9705
4288,7991
11617,9704
6697,5237
1950,217
1870,11365
1866,7164
6685,4712
13393,9934
11131,12919
12993,2551
13756,5661
13983,9192
11627,11634
13684,13834
4374,976
6842,11372
415,11471
2093,12586
10632,2541
162,3332
10219,5990
2651,510
9810,9267
12294,1271
718,13283
7054,1045
13359,12165
1301,3460
7112,5082
8306,7427
2298,12926
3274,12926
6394,6340
1820,1344
6226,3947
8294,155
4597,10773
6143,10006
6921,6302
13477,409
13370,12691
6046,5080
13370,3277
6862,10474
10176,4910
4373,9353
10262,10264
4603,11333
7812,103
3998,12812
7647,5787
6145,5185
1136,4552
10678,12424
1196,12135
13479,13483
6167,13183
8060,9892
3625,430
2421,1025
9892,9280
5190,5192
5773,1228
11828,13201
11503,9192
5789,6231
4549,4850
8642,9384
1869,671
1974,9226
12128,12570
1538,4896
6297,1236
11636,12125
6980,12811
1255,12471
4853,12665
9270,9809
6226,7008
13908,11340
3311,12813
6200,6219
1329,13033
6764,9284
10443,3045
131,6764
6710,1819
13365,5046
8975,3779
12428,2972
6230,5778
1465,8614
13129,6979
10025,12505
2575,9072
11123,1974
7636,9300
1820,10581
10135,7056
6779,13248
12257,3326
6817,6458
11053,4066
5568,4613
6,11464
12992,8422
1974,13992
8923,2740
12919,2549
1222,6697
8058,6157
3517,13130
11958,5329
6566,6567
1678,10363
9276,7661
10591,11963
8285,7947
2090,7565
7942,7941
7308,9338
2642,6793
9133,13798
10937,4494
12704,1391
4502,3917
7647,9325
1464,162
1041,1136
10399,2941
13188,9612
12686,5850
6837,5583
1259,1866
300,4101
5026,4527
5029,11084
7301,4461
11269,12319
7717,12089
5122,9032
12537,11379
5751,2292
9226,2551
737,7571
6212,4527
6699,1141
6202,3158
10912,10706
11516,6341
5777,7562
12038,7495
5076,4246
3,3334
12657,11741
3073,5616
11088,3927
4343,5784
7747,5364
9660,6823
8724,2142
6168,8790
10613,6722
6325,6321
5774,6232
4545,4481
9625,1146
10953,4181
11844,4623
11524,1765
3121,6590
6167,266
5539,12783
7033,2052
22,6836
9226,60
6027,0
60,9178
2551,5377
5122,10227
7358,7404
287,1989
5621,4597
7358,2975
7487,12058
5523,6612
2551,10363
12337,1824
3803,10640
532,516
12971,10223
6596,4118
9348,5572
6895,6891
8430,7112
10686,4353
2045,9878
6200,8520
10021,2899
6304,4636
4199,12170
1251,1823
3751,409
5787,13838
2748,2763
13078,10478
9901,7254
8540,12470
8974,8790
11864,1223
11243,11363
11489,12882
1071,6916
6715,8011
3673,12978
13798,12657
12692,10327
4374,7636
10317,6291
108,2281
3732,13428
9322,13402
8012,5951
13597,6350
4854,12584
393,12614
434,8829
4073,4124
12471,12044
8002,4441
9788,4026
1648,4605
12417,2734
2915,7628
2625,8586
13366,1718
6034,818
7146,1647
1804,6245
12125,11379
10765,5685
4210,12486
2541,11663
13016,4360
9137,11686
3275,2421
8836,3371
7538,12026
4527,11172
4898,4856
12752,8963
1661,1734
11888,9901
2816,9078
12657,5823
8833,3551
11323,7961
3772,6400
4612,12930
7215,3420
6651,38
13415,10578
2891,4979
11606,10483
2955,8430
5674,13178
10439,6188
3767,4979
1841,3054
415,11480
7138,12362
4881,696
12309,11332
10561,12314
13192,11802
7389,4617
1606,5331
13050,9827
8634,6715
2233,11201
8712,410
2105,2534
7507,12279
13755,11126
6544,5379
6166,9338
7780,10372
13770,13708
6844,6195
12370,7300
2619,11498
13390,12656
11311,4480
8536,10974
2941,3915
1866,2135
2534,6951
3589,6832
9331,2748
6615,9332
10317,12333
2182,78
5110,9654
2619,6708
1882,4583
13355,1673
4230,9284
1365,8638
4712,6004
10227,5126
13401,595
1843,2400
3761,12059
8597,8923
1275,10359
7118,6174
7037,9039
4222,13508
6469,12005
13190,4524
1278,13409
5521,2785
9787,6994
6046,5964
10620,3987
3766,10305
318,11896
11129,9675
11153,7308
13987,13991
12482,5787
7423,8805
3909,2330
407,5082
6234,3418
12616,5226
7067,5520
5119,5117
6057,4936
11464,8353
7881,7358
2681,5420
8790,12614
6615,5676
5185,8349
6837,5744
4244,3333
13544,155
11318,168
6189,8806
13990,13747
13456,3885
1155,5837
11776,11735
13983,1878
2541,882
6228,6230
12629,13578
414,3877
2787,7067
8286,5621
6933,6932
5987,13287
11416,7519
12527,6705
11471,8536
754,131
7112,6447
8758,11175
11764,10974
12462,13965
11716,12158
11534,4745
9192,13909
4428,6180
13210,12294
9613,4597
2624,5473
4708,10045
12883,11999
1398,13742
13409,11643
245,6297
8250,692
9867,12324
10105,1841
4801,4799
13069,10304
5777,9666
6789,5827
13508,13410
1021,9133
9226,5213
8425,13359
6195,7949
11829,6523
774,13129
5033,10698
10293,8552
13483,8824
3,6027
13354,8285
7358,6350
12125,3743
2722,3658
8285,3917
12125,4035
6648,3689
7201,4026
4899,4864
4883,7192
7624,1004
11206,2217
2400,13108
1974,13601
9918,7164
10907,11156
5757,863
5313,3599
6908,6817
1005,326
10263,1254
1025,2871
6208,6212
6199,5691
3751,6565
3436,7531
4134,13752
9164,4253
7053,6590
5185,4064
245,5365
8899,210
6400,5366
1150,7870
5787,12802
11088,3949
11311,1643
9243,9242
6210,3779
2797,9655
1144,10894
6530,325
6651,1017
6651,12011
5837,7885
12096,5546
7465,13561
12744,12125
1465,6994
5407,2240
7811,10920
4959,10698
5546,3001
5082,10964
6320,6321
11576,11565
13456,12183
4618,12606
6857,13833
11379,12123
11864,6060
6219,6194
1216,3779
7471,6469
12072,6
10606,6658
7507,13131
6785,8293
10606,4239
3689,10983
3443,3689
9377,6788
11996,4605
5205,4589
6832,6836
4427,8422
9129,1041
11584,4248
9658,5218
12919,12910
6635,5423
7829,5457
3878,2067
11694,11627
10090,4979
10192,11318
11664,10675
5774,5792
6004,2748
7350,5061
4855,2859
3054,7555
9885,9884
9698,11127
6159,1882
12919,3712
109,12613
7438,11611
10800,339
13718,7112
7912,2619
9799,984
4314,5206
6,10219
9683,12129
2241,4726
5778,3743
2685,3900
9582,12906
12906,831
12660,12906
2135,13492
657,3443
5547,1051
7068,1126
5104,10696
6054,918
2190,12394
11129,534
11128,7777
13559,1216
6173,11417
11148,5408
10465,9237
6202,6171
5849,13467
410,10244
10456,6566
11898,10446
8510,11379
4637,1220
1347,1974
11620,9123
3771,5774
1668,4439
11896,9272
2830,7984
1196,12919
11775,6589
4794,13022
9165,666
3849,5108
9243,8345
13493,3917
1734,3929
12929,571
10213,12929
12929,12653
3542,1974
10197,4449
13415,13414
4949,131
3332,7564
3348,12990
4026,4148
11151,11172
7621,11638
2611,5505
1973,2376
8115,9629
8166,13333
11372,10773
8658,3807
12900,6944
6243,2964
13067,12169
4188,10965
9724,3178
9428,4823
156,154
4968,9841
8007,12164
12926,5154
13986,13747
3779,6198
13818,1492
11471,12505
13838,7308
718,10525
6857,2881
6878,6884
7719,9656
10002,9786
5241,4605
1374,4119
6175,6188
10458,6564
12313,12515
6227,5810
4637,2773
11843,6658
10841,8974
4605,1970
6612,10372
8527,11196
11701,4962
12333,9164
11302,4071
4963,11701
12614,3309
4364,9865
11687,8755
5459,9226
4962,7113
219,6059
3742,11196
7163,5366
60,2413
3878,3063
10596,3900
3243,734
6842,1346
2376,2378
3743,5037
336,2915
6171,6214
9698,4282
13410,3655
99,1974
7747,4588
11336,2526
10985,5041
4527,6218
8833,10927
6572,3549
1765,9830
587,8050
1699,7131
12551,12555
3133,13508
476,11730
9908,8903
8728,2656
13194,3562
13983,13806
3570,3416
8311,9220
6340,6458
6202,6219
4803,6491
4282,9315
6334,343
3328,164
4687,7985
13830,5964
3826,9198
10905,5523
8199,9828
4712,8383
4597,8846
11311,12074
13289,11584
1059,12684
5789,11607
9739,3892
2956,7405
11185,2861
5122,10210
4588,4173
11126,5325
7123,12073
6218,4428
1386,595
9320,1186
9400,6975
10383,6188
8998,4025
10951,8586
1312,1845
2596,1220
617,8285
1869,13629
3461,6848
6046,13456
1228,10021
6971,78
6371,1086
2266,7507
10076,6166
7352,1248
13051,11269
13489,8998
8032,2901
718,9635
3199,2067
3592,7358
5409,5408
12735,5789
13137,3517
1537,11686
6469,3751
9841,118
6916,12793
13727,10771
5037,5798
5958,4727
9040,9717
11740,3177
5453,4685
572,902
4726,5122
1755,1703
6908,9466
12294,1251
13265,208
320,9443
8758,1911
2239,4256
8974,13782
3375,12324
6502,4165
13415,2685
551,3564
3987,11163
11607,9841
3983,1155
5423,2903
6168,2135
12073,7843
1812,13352
734,7187
9220,9271
10176,13061
5449,3508
12342,5555
13125,4101
5993,3410
6350,5459
12618,12470
6340,9788
4155,11582
3456,617
2182,1218
13965,13964
8648,10674
5203,5074
12241,9364
9721,9887
13095,7358
9217,9247
1166,9583
11379,1025
12581,12578
6297,13492
10337,3309
3124,12976
241,10800
4025,1329
10907,5203
13001,6166
12977,7970
9134,4858
13991,13574
9932,3866
11872,1043
4891,13588
7540,11405
70,7560
7300,7159
1989,3900
6863,6
1974,5324
3580,5555
616,7969
11535,2885
11584,7097
4963,7347
13129,13173
6916,12666
8068,4617
7308,11222
7067,6314
6402,9546
11657,13128
6228,6231
5018,6658
9666,1066
1974,10683
4614,780
10263,5546
8753,511
10435,9830
210,2981
5698,13282
8786,4150
215,2733
9787,13765
5026,4896
1989,4636
8166,379
8896,1704
1150,1575
7361,6469
13818,2098
1841,3816
13192,402
3393,10894
6647,10353
6647,11588
3751,5241
6647,10074
9666,2008
4979,3380
9192,13991
5789,2693
5457,13796
1649,11500
6166,4953
3498,3743
3766,1871
13088,13296
3177,325
1845,5837
9231,13572
3779,1060
8758,989
7070,1300
3878,13935
6641,4854
7749,11729
4605,4046
12919,11860
3976,13303
5191,6049
8617,10153
5625,11584
3221,1189
5191,6781
6226,4965
8993,6173
4552,8172
6167,6166
9778,5729
1645,3509
6563,11155
6563,10455
1270,11166
10453,3971
4428,11829
2217,10219
1185,5716
1649,6063
3751,2915
5853,6544
13675,6167
11175,1355
3667,5934
4931,3217
13561,4279
13192,512
410,4720
2054,1864
5121,6857
11360,3275
10502,2119
4605,6974
9220,9809
12169,4932
12671,3371
4104,12415
2045,6914
7290,7625
7562,4605
2019,6226
3654,11627
6202,6210
2029,8755
4620,12613
5132,12903
13957,12906
12903,9582
7533,4318
12903,831
3001,2910
7027,217
9308,2
10854,4605
5837,8705
10441,12926
6225,13459
7955,8739
596,7948
7377,12716
4720,13641
5068,1945
8007,10686
5790,5802
1236,11187
13463,2092
11234,10317
1236,7647
13080,3562
5749,6862
12985,9166
5859,1041
6202,6164
12657,10185
3779,13898
12389,12324
11720,11372
1688,12156
7950,7539
13798,6350
4594,4650
8820,7149
11582,3348
8193,9815
11442,6
3025,5805
1180,1174
12977,9121
2541,8092
13401,10018
7465,10008
8620,12313
3308,3779
6174,3158
9302,6174
2129,10180
980,1878
5992,6400
10438,2619
2619,5719
8882,8296
2670,6000
8344,2090
5833,3542
7039,9036
5306,5336
1025,8527
12761,2198
7747,11550
5877,4609
11821,2771
10650,7719
2555,1066
1672,9749
9327,4720
2753,2752
10008,6091
4620,1649
5459,1699
6842,2830
13244,12151
13527,409
8165,13333
7364,1
8529,5226
7658,5606
3869,8285
4200,6894
11028,6303
11084,11487
3423,9788
4236,5082
10046,7658
13463,12655
6196,13492
9141,7647
8175,8011
6475,1564
13388,739
1699,5774
8904,1952
13137,9303
2630,2633
3900,10698
12883,11222
595,8703
2093,7565
12766,1761
11372,6927
6993,9546
4134,1163
2699,8164
13774,5237
7600,10699
1526,9124
6857,13892
12919,3274
6844,7245
13710,13944
3900,11051
9440,9084
8836,10793
4527,2811
9123,7569
5080,9805
12657,11740
6543,219
9357,6334
3241,2915
5185,5728
12514,11626
13830,9788
1543,8068
13413,13417
6647,1017
11688,10856
8834,10101
3658,1662
2925,12125
5809,5773
6862,10370
9495,13289
8531,1827
6975,9774
6139,14005
223,5459
9824,8790
10800,2012
11687,3720
13829,8973
12551,7298
9036,10258
663,13508
11436,3566
9036,10157
10309,10307
3370,8285
13554,10794
11365,12919
5252,7056
1824,8925
6667,11133
2737,7472
5727,11135
8786,1883
4605,5964
11993,12657
3224,3223
1142,4720
8640,8648
1249,7352
8002,4938
10317,12774
11070,9389
12657,2693
13798,1974
8582,5331
9338,9932
11916,1870
5777,11720
4438,5778
12312,12294
1049,5755
9237,13718
13246,4896
4557,9788
7881,8285
12294,13415
10068,2029
9178,10340
10691,11994
11206,11495
5760,13393
2045,2239
12568,8510
4605,6297
13010,13012
9653,2663
9686,6
12102,11433
5601,12917
11127,10191
6921,5964
11660,13546
11789,7199
4794,6544
8933,8266
4155,11584
11329,5789
287,2736
12974,9300
10245,1236
7555,8428
9278,5823
6933,795
9707,13234
4343,3054
4537,11821
8306,600
11290,7056
12922,6893
6188,11166
10187,10197
3860,8903
7448,1206
4821,11859
7418,622
8175,5555
6921,7427
4706,4953
13061,903
9625,10443
7223,718
12169,9278
4182,8395
4156,11966
7609,10381
7562,10442
6185,7473
6927,8974
11511,11175
3617,5953
8250,11584
814,4484
1815,12919
6400,3398
4134,600
5362,5370
6400,2968
12129,12618
10070,2663
10365,5118
5218,11639
2680,12671
11643,2551
11790,10961
771,3803
5457,7112
9192,1841
3105,9228
12896,10210
12896,7056
12896,3343
4896,4869
1773,1821
3766,3145
12333,12367
3766,3141
13031,6615
1641,10954
5849,6862
1845,7171
1330,8285
6412,4605
326,7421
4598,7421
10553,1041
6198,6218
12618,11381
5037,2651
434,3443
8886,2373
7634,875
11650,3470
12156,5789
1974,10049
10961,7187
11494,6
11457,10974
4649,6713
8805,6187
696,692
7658,11686
13905,9740
388,12671
4244,6148
4203,10439
3739,7281
8429,8703
4461,4685
10696,12342
2619,1644
12200,9324
4395,3443
9331,6754
1066,13247
12415,12814
2556,6857
920,12735
4137,9899
11489,6635
9024,12858
3565,12061
5797,6046
12960,6046
3743,3739
8829,6702
2051,2292
9270,9228
2528,11128
8403,8312
7345,3803
11653,13232
2776,10885
9071,11198
6168,3947
6046,6837
10876,7039
3126,12241
12530,1238
652,3790
126,7747
5125,6777
11489,11316
7163,3771
12324,6951
7625,1223
2153,7431
12119,7881
8790,11516
13463,5506
5226,3282
2681,2170
11203,10739
9201,2551
13376,2905
8758,7562
7083,8198
12170,9324
5692,6200
6746,2890
12367,774
2181,5934
5793,5779
6325,6324
13415,3900
6196,6209
6837,4605
1891,6408
3699,3701
14009,6302
7531,3496
12449,2400
12657,13708
6,12857
3900,7597
6166,11607
8390,946
7749,3962
8690,12216
8075,1974
4027,10773
7071,10297
7042,6469
3275,4025
9885,4552
11617,9666
4281,8701
1286,13316
9319,4321
6975,9032
4476,13552
2575,10324
9192,921
6851,12613
8700,9033
2597,8757
155,4597
13159,1606
7308,7287
10873,10794
0,267
2405,3643
9278,2386
902,8597
4061,4228
6895,6889
5774,9237
4930,5964
5640,9324
13477,3047
12110,6215
1989,10591
11058,12108
7274,11858
1165,5964
10291,8296
6857,8759
1688,5532
1874,6295
6170,8933
3007,5839
12613,1699
6209,6194
2592,11677
3169,2555
8422,6746
3,5822
4,5822
600,8286
6466,13655
8175,2148
5,4965
3328,6469
4374,1465
4064,12342
4239,3987
12079,274
4605,12684
10208,12735
4878,4210
9573,5121
5037,8066
12978,7114
13142,4167
6594,12572
9211,10800
13039,4374
5784,5799
10085,3570
6764,5127
1886,12613
1923,7317
3564,13410
9571,7438
13470,12618
9488,12515
6248,9101
8066,5449
12976,5754
1883,12614
6050,13971
10654,9275
161,216
4898,4902
11663,6951
11511,8012
11626,827
1236,6216
13983,13898
12422,2734
11219,12889
2555,3067
979,4374
666,4374
5273,1255
11166,10902
1200,12833
2016,2107
9892,10002
7647,11144
12591,6227
1736,9034
9034,6779
6751,1824
4726,9340
12333,1271
6651,7036
12796,2915
5459,4720
4620,4212
5459,4026
12972,12691
12613,10991
12902,12931
10263,8255
8414,6214
2541,7500
3562,12684
6286,12036
4551,5833
2699,3988
4621,13708
5237,8432
6754,4712
6219,9932
9203,8648
6364,2198
1150,4027
5205,11151
12337,4712
1850,1150
12294,10606
0,7163
2942,13499
3566,11196
10167,5191
939,7063
4427,11166
9281,9282
13798,6857
8893,6152
13564,7215
9275,9805
4501,6151
7317,10885
11786,6634
4605,14010
6469,11951
4925,6594
5136,2368
2599,12653
11609,8728
3824,3420
6166,13909
5448,1673
10205,3393
10056,12241
12560,12561
10314,2231
5987,8893
470,3480
4397,6697
1649,427
6919,6564
9121,9763
12125,1963
9656,13354
6,7163
13129,6387
13417,2736
10249,1204
12657,813
3417,2651
1227,1228
1273,8296
2651,2029
6032,5995
13125,13272
13130,11656
4854,7984
4263,10822
3485,12787
11606,12034
2944,4235
5514,5546
10800,2217
1841,11838
9220,9810
6844,10611
12614,11090
13484,8790
8025,8026
9080,2527
8278,4817
2915,8107
11982,7652
7620,1657
10698,2165
4476,448
12671,9430
2901,6987
10584,3431
3639,4605
6747,6748
9893,5124
4605,11372
13084,13383
12681,5699
6702,13828
2945,1976
3803,11657
13125,4399
156,12055
11488,4002
3443,11464
3747,6469
1192,1952
3326,5621
22,11531
5084,5456
0,8297
12618,1416
7012,6842
12293,5622
984,9236
6171,3706
10773,8974
12666,6168
9430,11243
6951,11828
836,3275
6392,8195
1635,8285
4406,3177
5221,6827
12657,4591
1150,12074
2541,12774
9714,162
7078,1135
420,11027
4623,3517
4212,5127
3589,5273
4773,3570
6350,12937
4876,12861
2198,7755
10470,10474
11441,11511
4688,10622
11819,12200
9300,12919
8175,8845
12783,7858
4154,1733
6166,12533
2029,6020
6749,8640
6350,6789
10192,4204
1954,3878
9598,6544
1216,1389
6862,5061
4605,5692
1265,11217
12657,1540
10093,4883
12367,10593
13284,4726
12919,5740
1648,8975
10292,6702
12616,10912
9764,5989
1330,11727
8703,9317
11630,8985
8348,6469
10800,2660
8708,12666
12448,8011
6844,6193
5191,5539
9124,9991
2541,5685
12512,9033
13987,13726
131,740
2229,2734
5546,2135
8848,9744
1890,3012
1223,5552
4263,9066
10462,9041
6173,6226
3690,3443
5515,13222
5555,10632
11287,1792
7308,2376
8277,7133
2042,7531
12050,9349
7141,4240
788,11489
1704,2747
493,7352
4605,12042
5691,6167
13392,739
9913,12441
6974,1465
2619,781
5082,5837
3477,4726
12363,3703
2734,6290
9786,4507
13699,6458
12436,10765
11788,12639
11576,11564
5089,631
10897,2091
2135,5213
9274,2551
4401,3076
5594,13487
5953,7113
1251,2278
7308,6032
2693,482
12105,6836
9694,1742
326,8441
5651,10808
1742,1871
1688,3205
10434,13550
1819,8833
11145,9653
5699,13708
8632,2974
8703,13378
5241,12684
9787,11868
3217,8068
12586,749
5756,975
4554,13898
9841,3748
12628,9944
410,4026
3542,12314
6218,6219
12931,3947
8974,5241
3398,2883
9199,10172
460,7904
671,13192
7448,6863
6857,13606
8808,2775
10603,6589
718,2429
2189,2915
7885,11721
6746,9237
6587,10603
11495,2215
5789,10986
1216,8007
2549,11701
511,1635
1869,645
12152,10355
3375,11163
7067,1602
7006,12334
1140,4228
7181,4450
2135,12881
9810,5059
12657,13726
2624,7078
1049,1222
6166,5691
8676,13036
12977,13532
2942,11582
6168,4324
3275,11278
7659,2280
6944,6054
13908,7362
5101,11829
3736,3054
9246,7144
410,3105
11233,780
6350,9226
1578,1
4898,6271
5215,7586
7511,3854
4392,5002
4527,6202
10455,4552
10383,1793
10786,12695
1041,4148
3859,6469
12919,2830
8199,12333
12781,12748
3328,10319
6739,1386
2368,3670
7849,3369
3689,4749
11571,11145
2734,10578
11570,11145
476,3054
13125,12044
10962,814
4993,9747
2054,8007
5833,1220
7039,9930
11691,2597
2131,2541
6228,6232
5129,10064
1974,483
13965,13962
13963,13965
2237,13051
3309,5851
6493,8250
1688,5332
10986,10974
4619,12616
743,131
1218,3431
9971,578
7726,9810
9240,5002
5184,3443
10300,10299
3428,3604
9892,9786
5839,7532
2760,2763
1178,318
5169,12976
1163,13174
10383,13287
3431,219
13178,11471
12141,1060
12044,4852
10442,13641
8286,216
3443,10474
6214,13174
13570,7040
5205,7196
9655,9589
3658,10701
8432,1269
1564,7625
80,4244
7825,10414
8068,11153
10470,6862
5215,3412
5,7694
2396,7418
12241,325
5203,7825
5207,6893
2221,4691
7431,1069
774,473
1492,900
12960,3751
13132,649
2693,6207
11304,8285
11691,12682
1130,1129
4573,2891
216,7527
4484,9275
4323,3902
10025,13370
9324,12181
195,8642
9060,11058
11045,1344
7962,7431
2773,11787
1649,12077
12514,4175
11495,13304
10953,5033
2122,12665
7936,164
12360,13060
13559,1837
3677,8029
6320,6325
4605,9651
201,203
6200,6164
3277,12960
12318,7952
7863,1844
10606,13210
3741,4380
12657,6297
7317,3591
12415,3987
11380,5787
13765,8284
4720,11372
4045,6616
6218,6206
10439,5575
6749,8499
1974,13744
1011,9832
9033,9037
3779,6836
4127,8108
9463,410
12666,3779
10972,353
6868,6862
12173,1322
12695,12606
11771,11740
11604,7564
12044,11372
11270,10971
8758,2620
10884,2740
1286,4197
4963,4960
5863,8973
3420,12960
1870,4263
5831,4883
3717,1757
10794,10335
10257,5356
6174,5691
12774,4104
12073,11950
3443,5689
7571,10732
3945,2775
219,3443
8011,13417
3443,6777
