,breast,bladder,kidney
48,2086.4060674157304,1735.5118181818182,1293.4984375
49,245.15629213483152,374.98909090909086,209.2478125
50,1.0,1.0,1.0
51,583.1521348314607,705.74,773.6584375
52,3.386067415730337,2.5309090909090908,1.7809375
53,295.55640449438204,192.29727272727268,231.9446875
54,1.0,1.0,1.0
55,1.0,1.0,1.0
56,486.1049438202248,623.7636363636364,262.4865625
57,1.0,1.0,1.0
58,1.0,1.0,1.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,472.96056179775286,500.56454545454534,526.2396875
62,32.6414606741573,18.862727272727273,17.107499999999998
63,263.3523595505617,443.95818181818186,440.5234375
64,1.0,1.0,1.0
65,56.96966292134832,71.91727272727272,24.0978125
66,302.02011235955064,171.65454545454543,376.1565625
67,1.0,1.0,1.0
68,1.0,1.0,1.0
69,10.439438202247189,31.207272727272724,4.9903125
70,1.0,1.0,1.0
71,1279.3088764044944,2388.2581818181816,1721.43125
72,2069.425842696629,855.5118181818181,442.57437499999986
73,1.0,1.0,1.0
74,631.941797752809,362.1963636363636,574.2728125
75,4227.374382022472,6205.726363636363,3493.686875000001
76,229.68415730337082,133.73636363636362,270.1396875
77,15.719101123595506,12.572727272727274,5.1903125
78,590.3124719101122,603.0527272727272,218.2815625
79,1.0,1.0,1.0
80,1017.9894382022474,1267.6227272727276,639.1409375000002
81,476.9306741573034,118.21818181818183,883.5287500000002
82,723.8124719101123,518.8563636363635,606.256875
83,1933.5401123595507,1826.1327272727274,1474.6875
84,784.002584269663,990.8609090909092,626.6509375
85,69.2052808988764,84.99454545454545,67.7940625
86,0.6752808988764044,0.6190909090909091,19.12
87,1.0,1.0,1.0
88,270.2630337078652,227.23545454545456,218.1753125
89,856.4449438202248,911.4863636363636,633.728125
90,1049.5610112359552,847.1881818181818,1365.776875
91,1.0,1.0,1.0
92,2097.247303370786,1124.0254545454543,2240.9825
93,3600.36,123.8990909090909,68.294375
94,2740.9528089887635,2353.2009090909096,3186.091875
95,1016.3644943820224,329.56363636363636,136.7396875
96,1.0,1.0,1.0
97,1.0,1.0,1.0
98,1.0,1.0,1.0
99,3059.525842696629,1640.6072727272726,1948.350625
100,1.0,1.0,1.0
101,1.0,1.0,1.0
102,1.0,1.0,1.0
103,242.6314606741573,633.1372727272731,9.2671875
104,1508.3057303370786,903.1818181818184,1240.7653125
105,203.50741573033713,133.67363636363638,50.59625
106,638.4122471910113,1046.6999999999996,623.8456249999998
107,329.18146067415717,271.7390909090909,412.08125
108,1127.4744943820226,1014.8327272727272,1039.8606249999998
109,223.33528089887642,125.06545454545454,136.015625
110,1.0,1.0,1.0
111,1.0,1.0,1.0
112,1.0,1.0,1.0
113,1386.9925842696628,1321.5054545454545,1175.0875
114,1081.9360674157303,1380.4509090909091,821.80125
115,1.0,1.0,1.0
116,1.0,1.0,1.0
117,1.0,1.0,1.0
118,313.3430337078652,150.74,253.4003125
119,1.0,1.0,1.0
120,1.0,1.0,1.0
121,1.0,1.0,1.0
122,1.0,1.0,1.0
123,43.43438202247191,119.15727272727273,113.898125
124,1161.908426966292,1222.5063636363636,905.4546875
125,728.1741573033709,772.4200000000002,518.009375
126,2882.2294382022474,2972.355454545455,2273.751875
127,228.6785393258427,231.74181818181816,148.79125
128,387.531797752809,349.57,168.325
129,1.0,1.0,1.0
130,1.0,1.0,1.0
131,949.4549438202246,1071.8827272727272,572.9996875
132,2154.0305617977533,1449.208181818182,2219.5378125
133,594.6431460674157,570.7318181818182,539.4584375
134,1.0,1.0,1.0
135,1.0,1.0,1.0
136,336.24044943820235,276.3263636363636,210.4278125
137,1.0,1.0,1.0
138,97.86573033707865,64.53090909090909,149.6759375
139,1.0,1.0,1.0
140,116.0759550561798,284.1372727272728,317.5134375
141,1.0,1.0,1.0
142,1.0,1.0,1.0
143,1.0,1.0,1.0
144,1.0,1.0,1.0
145,1.0,1.0,1.0
146,1.0,1.0,1.0
147,708.8449438202248,170.8063636363636,308.0496875
148,491.7070786516853,396.29818181818183,516.5096874999998
149,87.12157303370786,61.67454545454546,57.790625
150,1.0,1.0,1.0
151,727.5858426966291,936.2681818181816,698.795625
152,1.0,1.0,1.0
153,148.32775280898875,238.0654545454545,324.6162500000001
154,1.0,1.0,1.0
155,218.23674157303367,121.43818181818182,164.51375000000004
156,795.0870786516854,665.5763636363638,1002.9309375
157,1.0,1.0,1.0
158,4893.3491011235965,6964.172727272729,4287.124062499999
159,220.10955056179776,129.9518181818182,137.655
160,1.0,1.0,1.0
161,1.0,1.0,1.0
162,77.33033707865171,2.1472727272727266,7.2109375
163,1.0,1.0,1.0
164,999.097191011236,506.1272727272727,692.3318750000002
165,1497.4983146067416,1391.3272727272727,1232.834375
166,253.9753932584269,246.19272727272727,256.6
167,373.7491011235953,332.2363636363637,271.43875
168,1.0,1.0,1.0
169,3368.532696629213,2639.0836363636363,2012.393125
170,937.7332584269662,565.5854545454546,608.1603124999998
171,1.0,1.0,1.0
172,1.0,1.0,1.0
173,911.6256179775281,977.9136363636363,591.4753125
174,337.76134831460683,451.8372727272727,331.1178125
175,1.0,1.0,1.0
176,1.0,1.0,1.0
177,1052.0842696629213,914.7627272727274,808.525625
178,70.50089887640449,91.98454545454544,24.5490625
179,1.0,1.0,1.0
180,25.446629213483142,16.98181818181818,25.7559375
181,1.0,1.0,1.0
182,1.0,1.0,1.0
183,1.0,1.0,1.0
184,1.0,1.0,1.0
185,1.0,1.0,1.0
186,1.0,1.0,1.0
187,1.0,1.0,1.0
188,1.0,1.0,1.0
189,129.72011235955057,100.73727272727272,107.2709375
190,454.3057303370787,406.5063636363636,504.291875
191,236.1655056179775,144.77454545454546,239.914375
192,1184.5813483146069,792.7427272727272,703.7668749999998
193,1.0,1.0,1.0
194,133.94359550561796,14.896363636363638,52.31875
195,1727.0774157303372,5308.068181818183,899.0999999999998
196,1.0,1.0,1.0
197,1.0,1.0,1.0
198,1.0,1.0,1.0
199,29784.634044943818,22674.24909090909,10897.311875
200,1.0,1.0,1.0
201,1.0,1.0,1.0
202,165.9683146067416,138.21545454545455,133.385
203,8.186516853932584,2.748181818181818,5.995625
204,1.0,1.0,1.0
205,863.6275280898875,657.4718181818182,1138.8771875000002
206,1.0,1.0,1.0
207,31025.261797752813,14781.765454545457,16453.56875
208,6.807528089887642,10.666363636363636,6.134375
209,0.7410112359550559,1.1490909090909087,4.3134375
210,1.0,1.0,1.0
211,1.0,1.0,1.0
212,1.0,1.0,1.0
213,1.0,1.0,1.0
214,2941.528202247191,1198.84,2602.460625
215,2.608876404494382,8.708181818181819,1512.5896875
216,1.0,1.0,1.0
217,0.917752808988764,2.0090909090909093,0.8428125
218,1.0,1.0,1.0
219,0.9978651685393258,0.7300000000000001,1.7353125
220,1.0,1.0,1.0
221,1008.2320224719099,1274.932727272727,840.565625
222,407.9761797752809,110.0118181818182,47.93000000000001
223,251.70494382022477,227.54090909090908,223.5640625
224,48.79415730337079,90.86727272727272,41.3471875
225,295.708988764045,573.5790909090907,108.12375
226,443.8688764044944,217.01363636363632,233.904375
227,551.9870786516855,479.22818181818184,834.4384375
228,168.41258426966294,207.84999999999997,195.5221875
229,1.0,1.0,1.0
230,796.484606741573,478.4736363636364,433.5584375
231,1.0,1.0,1.0
232,1.0,1.0,1.0
233,1.0,1.0,1.0
234,182.10460674157304,299.33272727272737,181.1559375
235,1.0,1.0,1.0
236,1.0,1.0,1.0
237,1.0,1.0,1.0
238,1.0,1.0,1.0
239,1.0,1.0,1.0
240,1007.95,668.7327272727273,447.79937500000005
241,801.4986516853933,582.9790909090909,770.9615624999999
242,1.0,1.0,1.0
243,745.1771910112358,520.0081818181817,54032.710625
244,1.0,1.0,1.0
245,4.90314606741573,0.8618181818181817,31.699062500000004
246,182.40325842696632,175.64272727272729,155.4240625
247,95.6603370786517,18.317272727272726,8.245625
248,908.3408988764044,703.1763636363637,1290.0825
249,1.351011235955056,0.7045454545454546,6.680625000000001
250,1.0,1.0,1.0
251,1.0,1.0,1.0
252,71.78078651685394,87.79545454545455,36.495
253,1.0,1.0,1.0
254,1.0,1.0,1.0
255,1.0,1.0,1.0
256,1.0,1.0,1.0
257,8530.028988764045,19011.149090909094,15841.6446875
258,1095.0373033707865,1108.1127272727272,1067.945
259,9221.724606741573,9445.22181818182,7048.1881250000015
260,1.0,1.0,1.0
261,1488.561797752809,880.5527272727272,1376.218125
262,1.0,1.0,1.0
263,418.42235955056174,567.99,231.6975
264,1.0,1.0,1.0
265,3555.548314606741,162.57545454545453,1330.0018750000004
266,155.04382022471913,94.71272727272726,3.0915625
267,39.677528089887645,67.83545454545455,17.4753125
268,96.80505617977524,102.56454545454544,58.07968750000001
269,1.0,1.0,1.0
270,1.0,1.0,1.0
271,1.0,1.0,1.0
272,1.0,1.0,1.0
273,1.0,1.0,1.0
274,333.67741573033715,417.68000000000006,166.873125
275,562.5412359550562,306.8918181818182,1130.6303125
276,297.94651685393256,350.4963636363636,514.7428125
277,1.786629213483146,0.0,1.3521875
278,1.0,1.0,1.0
279,1.0,1.0,1.0
280,219.33820224719102,78.94,86.9928125
281,42.298764044943816,17.296363636363637,11.7175
282,1.0,1.0,1.0
283,1.0,1.0,1.0
284,32.05932584269663,1.9572727272727275,20.475625
285,173.17797752808985,1095.0827272727272,149.9734375
286,1.0,1.0,1.0
287,1.0,1.0,1.0
288,9.093370786516855,8.408181818181818,2.466875
289,1.0,1.0,1.0
290,1.0,1.0,1.0
291,1.0,1.0,1.0
292,52.07089887640449,71.03181818181817,33.148125
293,1.0,1.0,1.0
294,1.0,1.0,1.0
295,110.40191011235953,72.21181818181817,166.2340625
296,1.0,1.0,1.0
297,402.19280898876406,295.29090909090917,479.6865625
298,116.50191011235952,50.643636363636354,128.39718749999997
299,1.0,1.0,1.0
300,1.0,1.0,1.0
301,709.265393258427,353.36090909090905,236.1959375
302,1.0,1.0,1.0
303,1.0,1.0,1.0
304,1.0,1.0,1.0
305,125.81101123595506,138.67272727272731,144.163125
306,1164.918426966292,1510.2045454545455,1005.849375
307,1.0,1.0,1.0
308,289.5440449438202,152.0036363636364,336.42218749999995
309,150.0401123595506,234.61636363636362,107.0203125
310,4.314382022471912,8.870909090909091,1.71625
311,3.3947191011235955,4.536363636363637,1.7853125
312,347.57,133.86727272727273,76.133125
313,1.0,1.0,1.0
314,17.554943820224718,52.63181818181818,19.168125
315,1896.6967415730333,1299.0927272727272,935.0275
316,0.4353932584269663,0.8936363636363637,52194.894375
317,1.0,1.0,1.0
318,1.0,1.0,1.0
319,11.466404494382024,8.954545454545455,53.20875
320,1.0,1.0,1.0
321,1.0,1.0,1.0
322,0.12168539325842695,0.19090909090909086,0.0534375
323,34.76224719101124,4.993636363636363,7.830937500000001
324,31.295505617977533,12.075454545454544,40.529375
325,72.36831460674158,49.68999999999999,20.4225
326,1.0,1.0,1.0
327,4592.277191011236,16771.67818181818,5445.8084375
328,1.0,1.0,1.0
329,83.0094382022472,124.91272727272728,203.0684375
330,1.0,1.0,1.0
331,4930.421573033708,8019.878181818182,11850.81
332,1492.6011235955054,1906.5290909090909,1290.7190624999996
333,2340.066179775281,1871.0981818181815,1911.7134375
334,1212.838426966292,10715.454545454546,3845.3834375
335,1.0,1.0,1.0
336,1.0,1.0,1.0
337,1.0,1.0,1.0
338,1.0,1.0,1.0
339,1.0,1.0,1.0
340,1.0,1.0,1.0
341,1.0,1.0,1.0
342,1.0,1.0,1.0
343,543.9169662921348,896.3999999999997,552.165
344,624.9861797752808,2438.639090909091,285.6290625000001
345,254.6852808988764,219.00090909090903,105.9825
346,1.0,1.0,1.0
347,897.2143820224719,866.7700000000002,615.12625
348,26.378988764044948,24.80181818181818,9.5284375
349,125.00831460674156,140.88454545454545,57.1690625
350,1408.1475280898874,1455.909090909091,1029.5853125
351,138.96595505617978,194.69818181818184,268.1540625
352,1.0,1.0,1.0
353,1.0,1.0,1.0
354,20.398876404494377,20.822727272727274,11.7275
355,1.0,1.0,1.0
356,21.12393258426966,33.357272727272736,64.8671875
357,1.0,1.0,1.0
358,1.0,1.0,1.0
359,1.0,1.0,1.0
360,1.0,1.0,1.0
361,711.8640449438202,543.5436363636364,506.1840625
362,1.0,1.0,1.0
363,2189.329213483146,1847.1863636363641,1372.346875
364,2155.798202247191,1839.9527272727273,1192.464375
365,1.0,1.0,1.0
366,5852.234044943821,5789.341818181819,964.370625
367,1.0,1.0,1.0
368,1.0,1.0,1.0
369,1.0,1.0,1.0
370,1610.5188764044947,4.794545454545455,15.4528125
371,1145.198651685393,641.0854545454545,7.61875
372,1.0,1.0,1.0
373,1.0,1.0,1.0
374,3658.592921348314,2053.7863636363627,934.04375
375,342.3896629213483,263.05727272727273,131.770625
376,1.0,1.0,1.0
377,1.0,1.0,1.0
378,1635.7278651685392,1298.0454545454545,1189.8484375
379,346.571797752809,338.77090909090913,245.7815625
380,1.0,1.0,1.0
381,1.0,1.0,1.0
382,1.0,1.0,1.0
383,1.0,1.0,1.0
384,1.0,1.0,1.0
385,1.0,1.0,1.0
386,358.98292134831456,295.9463636363637,400.8353125
387,1.0,1.0,1.0
388,816.8974157303371,1972.0890909090915,668.7446874999998
389,633.3231460674158,470.6718181818181,440.606875
390,1.0,1.0,1.0
391,151.22662921348314,241.19909090909093,78.898125
392,1.0,1.0,1.0
393,12.471235955056178,31.85272727272728,28.316562500000003
394,1.0,1.0,1.0
395,1.0,1.0,1.0
396,1.0,1.0,1.0
397,1.0,1.0,1.0
398,1.0,1.0,1.0
399,1.0,1.0,1.0
400,1223.8557303370787,1312.9354545454546,1072.1125
401,1.0,1.0,1.0
402,570.6880898876406,700.2218181818181,945.3
403,2286.1688764044948,7062.9863636363625,1795.553125
404,1.0,1.0,1.0
405,1396.978202247191,1371.7181818181814,1407.1168750000004
406,1.0,1.0,1.0
407,1292.0724719101124,512.3445454545455,557.445
408,1.0,1.0,1.0
409,501.72741573033693,315.23,524.56375
410,483.1389887640449,871.1136363636364,856.2425
411,1.0,1.0,1.0
412,1038.0117977528093,482.5045454545455,400.96875
413,1.0,1.0,1.0
414,1.0,1.0,1.0
415,2185.0522471910112,2044.1200000000006,1318.63125
416,1.0,1.0,1.0
417,1.0,1.0,1.0
418,1.0,1.0,1.0
419,4291.054269662922,7434.887272727274,11284.940625
420,771.6125842696628,1785.4490909090912,738.00625
421,1.0,1.0,1.0
422,1.0,1.0,1.0
423,1.0,1.0,1.0
424,1.0,1.0,1.0
425,12092.846853932586,9563.933636363638,1171.87125
426,1.0,1.0,1.0
427,1.0,1.0,1.0
428,1.0,1.0,1.0
429,197.44764044943824,247.66000000000003,103.863125
430,1.0,1.0,1.0
431,1.0,1.0,1.0
432,2571.6437078651693,1391.5272727272727,2113.921875
433,1.0,1.0,1.0
434,1.0,1.0,1.0
435,1.0,1.0,1.0
436,1.0,1.0,1.0
437,1.0,1.0,1.0
438,1.0,1.0,1.0
439,1.0,1.0,1.0
440,177.92752808988766,165.3409090909091,80.7546875
441,1.0,1.0,1.0
442,1.0,1.0,1.0
443,1.0,1.0,1.0
444,216.04955056179776,141.66727272727272,156.26999999999995
445,1.0,1.0,1.0
446,1133.5879775280898,1834.1263636363635,1052.0071875
447,2260.4359550561803,1856.73,251.9125
448,253.6942696629213,213.72909090909093,154.64
449,2.6124719101123595,5.727272727272728,1.214375
450,1.7943820224719098,1.4272727272727272,1.0296875
451,1.0,1.0,1.0
452,7909.041573033708,14381.960909090909,10884.8721875
453,1.1408988764044945,0.9309090909090908,0.708125
454,2.5830337078651686,5.4845454545454535,0.848125
455,2356.271797752809,1464.0636363636365,1734.4240625
456,1.0,1.0,1.0
457,1.0,1.0,1.0
458,1.0,1.0,1.0
459,1.0,1.0,1.0
460,421.4269662921348,365.65818181818184,137.0115625
461,2170.823932584269,2328.91,7647.291875000001
462,317.9093258426966,506.11909090909086,232.66125
463,973.492471910112,3730.710909090909,5467.0746875
464,771.1384269662921,553.2809090909091,331.4443750000001
465,1.0,1.0,1.0
466,311.19955056179776,224.33545454545452,62.07781250000001
467,696.630786516854,590.0209090909093,525.5765624999998
468,24.957191011235963,20.752727272727274,19.957500000000003
469,205.0262921348315,197.47,152.52531249999996
470,1.0,1.0,1.0
471,733.838202247191,706.9027272727272,375.89375
472,1.0,1.0,1.0
473,1.0,1.0,1.0
474,1.0,1.0,1.0
475,317.3919101123596,177.90454545454548,198.2640625
476,1.0,1.0,1.0
477,452.6666292134832,359.7709090909092,269.090625
478,1.0,1.0,1.0
479,1.0,1.0,1.0
480,7.6033707865168525,8.843636363636364,4.9125
481,1722.602134831461,1337.9590909090912,757.8940625
482,1.0,1.0,1.0
483,1.0,1.0,1.0
484,2.93247191011236,12.23,0.5371875
485,1.0,1.0,1.0
486,1.0,1.0,1.0
487,1.0,1.0,1.0
488,1.0,1.0,1.0
489,1.0,1.0,1.0
490,1.0,1.0,1.0
491,1.0,1.0,1.0
492,1.0,1.0,1.0
493,35.173370786516855,28.963636363636365,44.639375
494,190.89831460674156,30.66181818181817,13.2465625
495,1.0,1.0,1.0
496,1.0,1.0,1.0
497,472.12853932584267,1113.0009090909089,754.5806249999998
498,1.0,1.0,1.0
499,1.0,1.0,1.0
500,1.0,1.0,1.0
501,1.0,1.0,1.0
502,840.4512359550563,618.3781818181818,428.4878125
503,186.54067415730339,154.9663636363636,164.97562499999995
504,4335.245168539325,162.7809090909091,4.979687499999999
505,1.0,1.0,1.0
506,1.0,1.0,1.0
507,1.0,1.0,1.0
508,1.0,1.0,1.0
509,418.84966292134834,350.34818181818184,671.4612500000002
510,1206.5874157303372,1185.700909090909,906.2790625
511,586.6799999999997,402.7927272727272,1025.244375
512,1.0,1.0,1.0
513,296.5844943820225,364.57454545454544,339.32875
514,458.6849438202247,690.9990909090909,215.585625
515,668.7173033707866,566.0936363636363,511.3590625
516,96.24449438202248,135.26363636363638,93.3475
517,51.7714606741573,20.184545454545454,56.655
518,27.346067415730328,12.761818181818185,70.05
519,1.0,1.0,1.0
520,17.967865168539323,60.69818181818182,16.338124999999998
521,1.0,1.0,1.0
522,71.5412359550562,22.541818181818186,13.4884375
523,2.403595505617978,0.4,207.1878125
524,1710.6389887640448,573.5654545454545,1633.363125
525,1.0,1.0,1.0
526,1.0,1.0,1.0
527,1.0,1.0,1.0
528,1.0,1.0,1.0
529,1.0,1.0,1.0
530,13951.52584269663,4690.529090909092,11132.9003125
531,1.0,1.0,1.0
532,1.0,1.0,1.0
533,42972.74348314606,61095.35545454546,32080.825
534,1.0,1.0,1.0
535,1.0,1.0,1.0
536,1.0,1.0,1.0
537,96.86842696629215,64.76181818181817,62.31500000000001
538,13950.43629213483,12296.78,17119.5053125
539,1.0,1.0,1.0
540,23.01898876404495,11.09090909090909,2.2603125
541,1.1208988764044945,0.6136363636363636,12.2296875
542,18.32415730337079,18.498181818181816,76.9034375
543,86.51247191011234,25.87727272727273,0.9584375
544,795.3650561797754,859.7781818181819,471.15125
545,5.577752808988764,0.28,1577.8721875
546,488.31471910112367,244.96090909090907,258.665625
547,1.0,1.0,1.0
548,1194.6916853932585,1187.287272727273,1150.870625
549,387.8826966292135,403.76181818181817,343.7471875
550,196.3192134831461,158.21454545454546,74.2940625
551,1.0,1.0,1.0
552,1.0,1.0,1.0
553,1.0,1.0,1.0
554,1.0,1.0,1.0
555,1.0,1.0,1.0
556,1.0,1.0,1.0
557,1.0,1.0,1.0
558,1463.6895505617974,1413.7554545454543,1015.3871875
559,1.0,1.0,1.0
560,420.351797752809,400.5927272727273,232.816875
561,407.3666292134831,134.03363636363636,108.668125
562,1309.3792134831465,929.6472727272726,1468.15375
563,1.0,1.0,1.0
564,1.0,1.0,1.0
565,1.0,1.0,1.0
566,1.0,1.0,1.0
567,1.0,1.0,1.0
568,481.75471910112367,331.52363636363634,410.3909375
569,1177.5812359550564,258.6436363636364,102.9353125
570,1.0,1.0,1.0
571,107.89449438202246,72.68636363636364,41.9665625
572,684.3191011235955,662.779090909091,489.34625
573,16.810112359550562,7.4709090909090925,1271.9646875
574,303.48235955056185,233.31909090909093,631.6646875
575,1.0,1.0,1.0
576,1.4802247191011233,1.64,0.3184375
577,516.7059550561798,676.5736363636363,302.5659375
578,1144.97,1041.9436363636364,919.9565625
579,495.86179775280897,231.10909090909092,645.9228125
580,1.0,1.0,1.0
581,1185.4501123595505,1192.1654545454546,699.8981249999998
582,1.0,1.0,1.0
583,137.13842696629214,171.3390909090909,40.879375
584,573.0801123595506,525.59,351.9765625
585,1.0,1.0,1.0
586,1.0,1.0,1.0
587,28.86202247191012,33.88727272727272,56.8340625
588,28.652247191011234,38.45818181818182,22.90375
589,19280.77370786517,20249.885454545456,11028.694375
590,458.7494382022472,408.59,608.2221875
591,1.0,1.0,1.0
592,1.0,1.0,1.0
593,656.9840449438203,368.2481818181818,379.3196875
594,793.2091011235955,702.44,706.514375
595,1.3699999999999997,3.1154545454545457,40.39125
596,1029.8042696629213,1312.7954545454545,738.5753125
597,472.29,839.88,175.58125
598,1303.3720224719102,917.8645454545456,1010.311875
599,1.0,1.0,1.0
600,181.4631460674157,1.8818181818181816,2.4278125
601,1283.852808988764,963.2327272727274,934.0128125
602,1.0,1.0,1.0
603,529.8573033707866,669.17,902.2365625
604,2768.8705617977535,486.6845454545453,370.395
605,510.70943820224716,337.6054545454545,639.4990625
606,1.0,1.0,1.0
607,1.0,1.0,1.0
608,1.0,1.0,1.0
609,1.0,1.0,1.0
610,314.10078651685393,301.3536363636364,191.83625
611,257.99337078651683,210.0981818181818,137.51125
612,1.0,1.0,1.0
613,1.0,1.0,1.0
614,92.93134831460674,54.27909090909091,39.7796875
615,1.0,1.0,1.0
616,1.0,1.0,1.0
617,1.0,1.0,1.0
618,292.57651685393256,403.02363636363634,241.3234375
619,1.0,1.0,1.0
620,1.0,1.0,1.0
621,6.800224719101124,7.978181818181818,6.1159375
622,52.36696629213485,39.78636363636363,40.10625
623,95.61910112359548,18.31636363636364,511.2621875
624,1.0,1.0,1.0
625,331.90640449438206,365.9236363636364,727.2040625
626,1.0,1.0,1.0
627,1.0,1.0,1.0
628,4298.438764044944,6863.118181818182,3247.87375
629,415.03348314606745,443.4490909090909,380.9290625
630,1.0,1.0,1.0
631,494.6462921348314,128.16636363636366,934.73625
632,1.0,1.0,1.0
633,1.0,1.0,1.0
634,1.0,1.0,1.0
635,2.0910112359550563,0.570909090909091,0.6603125
636,310.9375280898877,256.2136363636364,235.24125
637,255.34022471910114,1037.2109090909094,467.255
638,103.87640449438204,176.39636363636365,1787.856875
639,19.541573033707863,26.90818181818181,9.9503125
640,55.074606741573035,105.60545454545456,133.03718750000002
641,1.0,1.0,1.0
642,1278.6065168539326,442.19818181818187,696.3465624999999
643,1.0,1.0,1.0
644,1395.2331460674154,1551.1363636363635,1843.413125
645,1.0,1.0,1.0
646,1.0,1.0,1.0
647,1.0,1.0,1.0
648,1.0,1.0,1.0
649,1.0,1.0,1.0
650,1.0,1.0,1.0
651,1.0,1.0,1.0
652,1.0,1.0,1.0
653,1054.8106741573035,780.7490909090909,1037.735
654,1.0,1.0,1.0
655,597.8862921348314,943.3845454545453,364.2059375
656,1.0,1.0,1.0
657,1.0,1.0,1.0
658,417.67561797752813,194.78181818181815,82.460625
659,1.0,1.0,1.0
660,1.0,1.0,1.0
661,294.731797752809,392.7872727272727,350.26625
662,1.0,1.0,1.0
663,15344.31764044944,86332.12636363637,7859.1959375000015
664,1.0,1.0,1.0
665,12.399775280898874,9.034545454545453,49.48125
666,1.0,1.0,1.0
667,4596.598764044944,5034.686363636364,5512.2528125
668,796.8225842696628,572.2572727272727,516.77625
669,1.0,1.0,1.0
670,3260.720112359551,21.39,8.489062500000001
671,1.0,1.0,1.0
672,1.0,1.0,1.0
673,1.0,1.0,1.0
674,285.8958426966292,180.87,236.47125000000003
675,1.0,1.0,1.0
676,771.4041573033708,555.3000000000002,687.3828125
677,1.0,1.0,1.0
678,1.0,1.0,1.0
679,1.0,1.0,1.0
680,166.03685393258425,114.2581818181818,181.020625
681,784.7098876404497,597.2536363636365,655.0409374999998
682,1.0,1.0,1.0
683,351.64056179775287,275.65272727272725,211.13625
684,3.3232584269662926,247.6609090909091,36.044375
685,1.0,1.0,1.0
686,2097.7693258426966,1894.302727272727,1667.8475
687,1.0,1.0,1.0
688,1.0,1.0,1.0
689,54.70292134831461,45.67727272727273,19.902812500000003
690,1.0,1.0,1.0
691,1122.683595505618,777.6736363636363,503.67875
692,1.0,1.0,1.0
693,1042.8511235955057,698.5927272727272,560.9065625000002
694,1.0,1.0,1.0
695,1.0,1.0,1.0
696,327.28764044943824,197.12,189.7578125
697,103.7912359550562,116.19636363636364,76.845
698,376.08539325842696,455.3345454545454,159.0475
699,1.0,1.0,1.0
700,71.46303370786515,48.31181818181819,19.50375
701,1.0,1.0,1.0
702,1239.2140449438198,738.7545454545455,801.63
703,1.0,1.0,1.0
704,1.0,1.0,1.0
705,1.0,1.0,1.0
706,1.0276404494382023,2.4063636363636363,8.533750000000001
707,2616.6573033707864,1705.2827272727272,2695.4528125
708,1.0,1.0,1.0
709,2871.2694382022473,2830.4481818181816,3473.648125
710,0.08247191011235955,1.2290909090909092,0.8121875000000001
711,1.0,1.0,1.0
712,415.25258426966286,466.4363636363637,577.1834375000002
713,1.0,1.0,1.0
714,1611.1173033707862,2232.2118181818178,1962.17375
715,1.5096629213483148,1.2454545454545454,6.2484375000000005
716,1.0,1.0,1.0
717,122.17617977528091,177.70545454545453,116.9675
718,746.2438202247191,1363.7154545454546,1695.0190625
719,1491.928651685393,1837.1745454545453,2030.2665625
720,287.2312359550561,263.6872727272728,197.368125
721,1.0,1.0,1.0
722,1.0,1.0,1.0
723,1.0,1.0,1.0
724,2778.5608988764043,2202.877272727273,2233.6625
725,1.0,1.0,1.0
726,0.6344943820224719,2.027272727272728,0.3740625
