,0,1
1191,3553,4843
1192,3553,4846
1193,3553,4851
1194,3553,4852
1195,3553,4868
1196,3553,4878
1197,3553,4879
1198,3553,4880
1199,3553,4891
1200,3553,4908
1201,3553,4909
1202,3553,4914
1203,3553,4915
1204,3553,4920
1205,3553,4929
1206,3553,4946
1207,3553,4953
1208,3553,4968
1209,3553,4973
1210,3553,4982
1211,3553,4988
1212,3553,5004
1213,3553,5008
1214,3553,5020
1215,3553,5021
1216,3553,5025
1217,3553,5027
1218,3553,5037
1219,3553,5054
1220,3553,5055
1221,3553,5058
1222,3553,5069
1223,3553,5111
1224,3553,5141
1225,3553,5142
1226,3553,5154
1227,3553,5155
1228,3553,5156
1229,3553,5163
1230,3553,5175
1231,3553,5176
1232,3553,5196
1233,3553,5228
1234,3553,5241
1235,3553,5243
1236,3553,5265
1237,3553,5266
1238,3553,5272
1239,3553,5290
1240,3553,5293
1241,3553,5295
1242,3553,5319
1243,3553,5320
1244,3553,5321
1245,3553,5327
1246,3553,5328
1247,3553,5329
1248,3553,5337
1249,3553,5366
1250,3553,5368
1251,3553,5443
1252,3553,5444
1253,3553,5451
1254,3553,5465
1255,3553,5467
1256,3553,5468
1257,3553,5524
1258,3553,5540
1259,3553,5552
1260,3553,5564
1261,3553,5578
1262,3553,5579
1263,3553,5580
1264,3553,5581
1265,3553,5582
1266,3553,5587
1267,3553,5590
1268,3553,5594
1269,3553,5598
1270,3553,5599
1271,3553,5601
1272,3553,5604
1273,3553,5609
1274,3553,5610
1275,3553,5617
1276,3553,5621
1277,3553,5625
1278,3553,5650
1279,3553,5657
1280,3553,5670
1281,3553,5729
1282,3553,5730
1283,3553,5731
1284,3553,5732
1285,3553,5733
1286,3553,5734
1287,3553,5737
1288,3553,5739
1289,3553,5740
1290,3553,5741
1291,3553,5742
1292,3553,5743
1293,3553,5744
1294,3553,5747
1295,3553,5781
1296,3553,5805
1297,3553,5806
1298,3553,5817
1299,3553,5880
1300,3553,5894
1301,3553,5918
1302,3553,5920
1303,3553,5925
1304,3553,5950
1305,3553,5962
1306,3553,5970
1307,3553,5971
1308,3553,5999
1309,3553,6005
1310,3553,6037
1311,3553,6041
1312,3553,6080
1313,3553,6120
1314,3553,6256
1315,3553,6275
1316,3553,6277
1317,3553,6278
1318,3553,6279
1319,3553,6280
1320,3553,6285
1321,3553,6286
1322,3553,6287
1323,3553,6288
1324,3553,6289
1325,3553,6323
1326,3553,6338
1327,3553,6346
1328,3553,6347
1329,3553,6348
1330,3553,6349
1331,3553,6351
1332,3553,6352
1333,3553,6354
1334,3553,6355
1335,3553,6356
1336,3553,6357
1337,3553,6361
1338,3553,6362
1339,3553,6363
1340,3553,6364
1341,3553,6366
1342,3553,6367
1343,3553,6368
1344,3553,6369
1345,3553,6372
1346,3553,6373
1347,3553,6374
1348,3553,6375
1349,3553,6376
1350,3553,6382
1351,3553,6385
1352,3553,6387
1353,3553,6401
1354,3553,6402
1355,3553,6403
1356,3553,6425
1357,3553,6441
1358,3553,6462
1359,3553,6469
1360,3553,6504
1361,3553,6513
1362,3553,6532
1363,3553,6555
1364,3553,6556
1365,3553,6558
1366,3553,6590
1367,3553,6615
1368,3553,6622
1369,3553,6647
1370,3553,6648
1371,3553,6662
1372,3553,6667
1373,3553,6688
1374,3553,6696
1375,3553,6699
1376,3553,6714
1377,3553,6761
1378,3553,6770
1379,3553,6772
1380,3553,6774
1381,3553,6777
1382,3553,6863
1383,3553,6868
1384,3553,6869
1385,3553,6885
1386,3553,6896
1387,3553,6908
1388,3553,6927
1389,3553,6935
1390,3553,6936
1391,3553,6947
1392,3553,6999
1393,3553,7018
1394,3553,7031
1395,3553,7035
1396,3553,7038
1397,3553,7039
1398,3553,7040
1399,3553,7042
1400,3553,7043
1401,3553,7048
1402,3553,7054
1403,3553,7056
1404,3553,7057
1405,3553,7066
1406,3553,7076
1407,3553,7077
1408,3553,7078
1409,3553,7080
1410,3553,7097
1411,3553,7098
1412,3553,7099
1413,3553,7100
1414,3553,7122
1415,3553,7124
1416,3553,7127
1417,3553,7130
1418,3553,7132
1419,3553,7133
1420,3553,7157
1421,3553,7161
1422,3553,7173
1423,3553,7184
1424,3553,7185
1425,3553,7186
1426,3553,7189
1427,3553,7220
1428,3553,7222
1429,3553,7248
1430,3553,7293
1431,3553,7294
1432,3553,7295
1433,3553,7349
1434,3553,7350
1435,3553,7356
1436,3553,7358
1437,3553,7369
1438,3553,7375
1439,3553,7412
1440,3553,7414
1441,3553,7421
1442,3553,7422
1443,3553,7424
1444,3553,7430
1445,3553,7431
1446,3553,7432
1447,3553,7444
1448,3553,7450
1449,3553,7471
1450,3553,7474
1451,3553,7476
1452,3553,7498
1453,3553,7538
1454,3553,7707
1455,3553,7832
1456,3553,7850
1457,3553,7852
1458,3553,7939
1459,3553,7980
1460,3553,8140
1461,3553,8200
1462,3553,8208
1463,3553,8214
1464,3553,8288
1465,3553,8313
1466,3553,8458
1467,3553,8513
1468,3553,8517
1469,3553,8554
1470,3553,8600
1471,3553,8639
1472,3553,8642
1473,3553,8651
1474,3553,8655
1475,3553,8660
1476,3553,8692
1477,3553,8743
1478,3553,8754
1479,3553,8767
1480,3553,8792
1481,3553,8797
1482,3553,8807
1483,3553,8817
1484,3553,8823
1485,3553,8835
1486,3553,8837
1487,3553,8842
1488,3553,8862
1489,3553,8945
1490,3553,9020
1491,3553,9021
1492,3553,9075
1493,3553,9076
1494,3553,9123
1495,3553,9173
1496,3553,9235
1497,3553,9260
1498,3553,9314
1499,3553,9344
1500,3553,9370
1501,3553,9371
1502,3553,9429
1503,3553,9444
1504,3553,9447
1505,3553,9456
1506,3553,9474
1507,3553,9479
1508,3553,9507
1509,3553,9510
1510,3553,9516
1511,3553,9518
1512,3553,9525
1513,3553,9536
1514,3553,9636
1515,3553,9768
1516,3553,9846
1517,3553,9966
1518,3553,9970
1519,3553,9993
1520,3553,10036
1521,3553,10068
1522,3553,10133
1523,3553,10135
1524,3553,10140
1525,3553,10209
1526,3553,10216
1527,3553,10242
1528,3553,10333
1529,3553,10344
1530,3553,10365
1531,3553,10370
1532,3553,10371
1533,3553,10392
1534,3553,10468
1535,3553,10544
1536,3553,10563
1537,3553,10616
1538,3553,10625
1539,3553,10626
1540,3553,10628
1541,3553,10630
1542,3553,10645
1543,3553,10663
1544,3553,10673
1545,3553,10682
1546,3553,10717
1547,3553,10724
1548,3553,10725
1549,3553,10728
1550,3553,10800
1551,3553,10859
1552,3553,10882
1553,3553,10959
1554,3553,11009
1555,3553,11035
1556,3553,11061
1557,3553,11082
1558,3553,11093
1559,3553,11096
1560,3553,11141
1561,3553,11167
1562,3553,11272
1563,3553,11343
1564,3553,22861
1565,3553,22900
1566,3553,22915
1567,3553,22937
1568,3553,22943
1569,3553,23066
1570,3553,23410
1571,3553,23411
1572,3553,23452
1573,3553,23468
1574,3553,23545
1575,3553,23564
1576,3553,23586
1577,3553,23621
1578,3553,23636
1579,3553,23643
1580,3553,23765
1581,3553,24145
1582,3553,25996
1583,3553,26040
1584,3553,26191
1585,3553,26298
1586,3553,26503
1587,3553,26525
1588,3553,26585
1589,3553,27032
1590,3553,27035
1591,3553,27087
1592,3553,27177
1593,3553,27178
1594,3553,27179
1595,3553,27202
1596,3553,27230
1597,3553,27301
1598,3553,28508
1599,3553,28882
1600,3553,28935
1601,3553,28947
1602,3553,29028
1603,3553,29108
1604,3553,29126
1605,3553,29801
1606,3553,29949
1607,3553,30835
1608,3553,50507
1609,3553,50514
1610,3553,50604
1611,3553,50616
1612,3553,50848
1613,3553,50856
1614,3553,50943
1615,3553,51135
1616,3553,51164
1617,3553,51176
1618,3553,51284
1619,3553,51311
1620,3553,51330
1621,3553,51384
1622,3553,51477
1623,3553,51497
1624,3553,51561
1625,3553,51701
1626,3553,54106
1627,3553,54205
1628,3553,54209
1629,3553,54210
1630,3553,54472
1631,3553,54474
1632,3553,55801
1633,3553,55894
1634,3553,56172
1635,3553,56300
1636,3553,56477
1637,3553,56729
1638,3553,56892
1639,3553,56999
1640,3553,57491
1641,3553,57817
1642,3553,58191
1643,3553,58484
1644,3553,59067
1645,3553,59082
1646,3553,59341
1647,3553,60498
1648,3553,63973
1649,3553,64127
1650,3553,64131
1651,3553,64170
1652,3553,64218
1653,3553,64332
1654,3553,64581
1655,3553,64805
1656,3553,64806
1657,3553,65018
1658,3553,79109
1659,3553,79365
1660,3553,79447
1661,3553,79585
1662,3553,80149
1663,3553,80310
1664,3553,80312
1665,3553,81539
1666,3553,81793
1667,3553,83716
1668,3553,83939
1669,3553,84168
1670,3553,84639
1671,3553,84659
1672,3553,84842
1673,3553,84876
1674,3553,84959
1675,3553,85480
1676,3553,89780
1677,3553,90865
1678,3553,90952
1679,3553,91662
1680,3553,91807
1681,3553,91937
1682,3553,92140
1683,3553,93659
1684,3553,94274
1685,3553,112476
1686,3553,112744
1687,3553,114548
